(2,44.68563)
(3,39.86157)
(4,39.09018)
(5,39.78138)
(6,41.29590)
(7,43.09529)
(8,44.63718)
(9,46.77133)
(10,49.50426)
(11,52.24019)
(12,55.79264)
(13,58.56870)
(14,60.77069)
----------

(16, 32)

(1,71.07862)
(2,41.90515)
(3,37.70470)
(4,34.76275)
(5,34.45408)
(6,34.98803)
(7,35.50515)
(8,36.01641)
(9,37.04362)
(10,39.12806)
(11,39.88480)
(12,41.54070)
(13,43.01341)
(14,44.65050)
----------

(16, 64)

(1,69.00970)
(2,47.88608)
(3,48.63216)
(4,46.09229)
(5,50.46375)
(6,50.84602)
(7,52.06528)
(8,53.06263)
(9,54.71334)
(10,55.91482)
(11,57.47098)
(12,59.36835)
(13,61.18829)
(14,62.16464)
----------

(32, 32)

(1,79.71341)
(2,54.02726)
(3,48.40346)
(4,46.74166)
(5,44.74547)
(6,44.32281)
(7,44.83175)
(8,45.98298)
(9,47.07827)
(10,48.14131)
(11,49.17616)
(12,50.39123)
(13,52.21590)
(14,53.85216)



 DOMINIO 256x256

(4, 4)

(1,265.70871)
(2,293.49695)
(3,357.48599)
(4,447.80322)
(5,552.73566)
(6,675.30487)
(7,852.65308)
(8,1123.17126)
(9,1569.36145)
(10,1996.14734)
(11,2650.90771)
(12,3467.85474)
(13,4867.55176)
(14,5471.96240)
----------

(4, 8)

(1,142.81042)
(2,135.04810)
(3,155.82832)
(4,186.59135)
(5,219.62134)
(6,261.32629)
(7,335.47330)
(8,453.95605)
(9,593.68378)
(10,773.76617)
(11,1004.50116)
(12,1255.14294)
(13,1547.96533)
(14,1896.78223)
----------

(4, 16)

(1,135.86884)
(2,132.19389)
(3,146.53235)
(4,164.63501)
(5,185.06227)
(6,217.53383)
(7,235.85606)
(8,284.63229)
(9,332.15302)
(10,422.60092)
(11,479.93060)
(12,611.58734)
(13,771.43060)
(14,959.99585)
----------

(4, 32)

(1,131.73990)
(2,119.29773)
(3,124.70995)
(4,137.85796)
(5,149.94179)
(6,167.91408)
(7,200.18573)
(8,215.47725)
(9,234.57892)
(10,284.11072)
(11,323.75360)
(12,349.85037)
(13,450.36212)
(14,486.03040)
----------

(4, 128)

(1,137.65498)
(2,118.54774)
(3,124.71581)
(4,133.09270)
(5,143.40637)
(6,154.08707)
(7,166.21350)
(8,199.35347)
(9,217.48460)
(10,231.70787)
(11,248.92989)
(12,0.68086)
(13,0.48525)
(14,0.44707)
----------

(4, 256)

(1,208.63457)
(2,153.81567)
(3,147.52182)
(4,151.18416)
(5,161.25398)
(6,1.34362)
(7,0.90624)
(8,1.01229)
(9,0.89469)
(10,0.81878)
(11,0.74032)
(12,0.67274)
(13,0.63766)
(14,0.58608)
----------

(8, 8)

(1,134.80048)
(2,131.19638)
(3,145.66873)
(4,160.28781)
(5,174.96494)
(6,197.49789)
(7,228.70439)
(8,249.36288)
(9,296.93311)
(10,345.89456)
(11,449.95648)
(12,493.63303)
(13,713.95563)
(14,784.47925)
----------

(8, 16)

(1,125.32793)
(2,110.35251)
(3,112.17635)
(4,120.54781)
(5,130.70084)
(6,142.34372)
(7,156.33556)
(8,170.41956)
(9,201.06081)
(10,217.25273)
(11,231.55959)
(12,274.76010)
(13,311.71976)
(14,338.61154)
----------

(8, 64)

(1,130.14435)
(2,109.26794)
(3,106.19431)
(4,108.68694)
(5,115.44131)
(6,121.14678)
(7,129.12935)
(8,137.99152)
(9,142.86388)
(10,149.80560)
(11,159.86916)
(12,188.98224)
(13,197.61440)
(14,208.10345)
----------

(8, 128)

(1,155.27504)
(2,124.78777)
(3,121.26944)
(4,123.05322)
(5,129.26736)
(6,134.70656)
(7,139.38196)
(8,148.43860)
(9,156.73526)
(10,0.82573)
(11,0.73450)
(12,0.69491)
(13,0.62131)
(14,0.57939)
----------

(16, 16)

(1,153.00493)
(2,122.01821)
(3,107.51674)
(4,108.59603)
(5,114.22807)
(6,121.82825)
(7,130.77286)
(8,139.95847)
(9,147.06233)
(10,158.49113)
(11,167.65930)
(12,179.54483)
(13,201.18762)
(14,214.27875)
----------

(16, 32)

(1,123.23197)
(2,104.75779)
(3,101.42122)
(4,101.45664)
(5,104.67360)
(6,110.30237)
(7,114.74768)
(8,120.92742)
(9,127.25449)
(10,133.74922)
(11,136.60634)
(12,143.67197)
(13,153.59354)
(14,160.21997)
----------

(16, 64)

(1,138.96515)
(2,115.37392)
(3,109.78576)
(4,109.45440)
(5,111.40256)
(6,115.76413)
(7,117.97079)
(8,123.22893)
(9,129.10733)
(10,133.41364)
(11,139.61597)
(12,146.00647)
(13,150.26057)
(14,153.17833)
----------

(32, 32)

(1,137.45427)
(2,113.75763)
(3,108.31792)
(4,106.34743)
(5,107.30164)
(6,110.77174)
(7,112.60455)
(8,116.43267)
(9,120.16966)
(10,125.04009)
(11,128.88304)
(12,135.06029)
(13,140.41405)
(14,145.68800)



 DOMINIO 512x512


(4, 4)

(1,975.13055)
(2,1088.54895)
(3,1344.17175)
(4,1705.38452)
(5,2109.64502)
(6,2588.02344)
(7,3253.34229)
(8,4338.04932)
(9,6045.74463)
(10,7919.53955)
(11,10343.83691)
(12,13915.70410)
(13,19384.40430)
(14,21777.71094)
----------

(4, 8)

(1,496.81989)
(2,467.75122)
(3,549.45087)
(4,661.17719)
(5,780.35785)
(6,950.53381)
(7,1269.10901)
(8,1744.76807)
(9,2237.49902)
(10,2896.31567)
(11,3875.11768)
(12,4765.40625)
(13,5921.70020)
(14,7460.93750)
----------

(4, 16)

(1,443.24286)
(2,447.59775)
(3,509.28009)
(4,583.44507)
(5,663.96136)
(6,750.95435)
(7,865.70435)
(8,1005.57117)
(9,1260.04419)
(10,1524.71704)
(11,1856.24182)
(12,2288.49561)
(13,2870.22534)
(14,3704.43896)
----------

(4, 32)

(1,423.80801)
(2,399.54739)
(3,431.32419)
(4,481.81183)
(5,535.97687)
(6,604.22040)
(7,683.55450)
(8,769.04578)
(9,865.83569)
(10,1002.98822)
(11,1230.40332)
(12,1332.78784)
(13,1736.56335)
(14,1875.37817)
----------

(4, 128)

(1,422.08377)
(2,390.21106)
(3,410.06448)
(4,451.91049)
(5,493.13687)
(6,544.51355)
(7,592.63727)
(8,701.01874)
(9,754.64990)
(10,805.53009)
(11,865.49158)
(12,0.56061)
(13,0.55952)
(14,0.52445)
----------

(4, 256)

(1,521.49255)
(2,415.04071)
(3,433.65582)
(4,464.62527)
(5,507.62799)
(6,1.28403)
(7,1.10330)
(8,0.68502)
(9,0.83936)
(10,0.52362)
(11,0.69741)
(12,0.60960)
(13,0.58051)
(14,0.52525)
----------

(8, 8)

(1,434.60168)
(2,448.11798)
(3,502.33325)
(4,558.26410)
(5,620.87329)
(6,710.18372)
(7,811.91199)
(8,910.35852)
(9,1036.04211)
(10,1293.80957)
(11,1710.89539)
(12,1884.20105)
(13,2628.06494)
(14,2880.96191)
----------

(8, 16)

(1,400.30264)
(2,369.70938)
(3,386.04468)
(4,418.93735)
(5,456.15485)
(6,504.02759)
(7,557.56805)
(8,617.81989)
(9,684.18536)
(10,760.60742)
(11,844.72467)
(12,960.16302)
(13,1171.13135)
(14,1270.87842)
----------

(8, 64)

(1,400.85486)
(2,348.16183)
(3,351.01492)
(4,364.66360)
(5,387.20422)
(6,413.77484)
(7,442.98083)
(8,473.26166)
(9,508.95505)
(10,542.54211)
(11,578.25458)
(12,664.98712)
(13,702.49335)
(14,742.38477)
----------

(8, 128)

(1,456.92493)
(2,376.14798)
(3,371.41379)
(4,380.32590)
(5,402.10962)
(6,423.36032)
(7,444.19614)
(8,473.84760)
(9,497.88321)
(10,0.74915)
(11,0.67290)
(12,0.61520)
(13,0.56909)
(14,0.51450)
----------

(16, 16)

(1,430.14560)
(2,336.01828)
(3,338.30878)
(4,358.17896)
(5,379.31424)
(6,411.98749)
(7,439.53696)
(8,472.83783)
(9,507.53500)
(10,549.34241)
(11,591.08081)
(12,633.19452)
(13,706.05286)
(14,753.57886)
----------

(16, 32)

(1,380.68256)
(2,327.21542)
(3,323.24118)
(4,331.18494)
(5,345.69650)
(6,364.72974)
(7,385.03470)
(8,406.41046)
(9,428.50507)
(10,453.31439)
(11,484.63336)
(12,510.62436)
(13,538.27893)
(14,568.22919)
----------

(16, 64)

(1,420.57440)
(2,349.87073)
(3,339.03812)
(4,340.40585)
(5,349.01184)
(6,360.41013)
(7,375.78638)
(8,389.09055)
(9,405.68118)
(10,423.07480)
(11,439.62305)
(12,457.72705)
(13,476.43161)
(14,498.13287)
----------

(32, 32)

(1,422.46085)
(2,346.67999)
(3,332.09390)
(4,329.15634)
(5,334.70154)
(6,343.17453)
(7,355.25540)
(8,366.16302)
(9,379.52396)
(10,393.71545)
(11,409.16559)
(12,424.42664)
(13,439.36310)
(14,457.46100)



 DOMINIO 1024x1024

(4, 4)

(1,3810.10449)
(2,4232.16309)
(3,5252.30518)
(4,6717.55859)
(5,8532.89941)
(6,10500.59863)
(7,13356.07227)
(8,17699.85547)
(9,24339.56250)
(10,31690.38867)
(11,41527.66016)
(12,56012.76172)
(13,77298.64844)
(14,86849.53906)
----------

(4, 8)

(1,1938.64600)
(2,1747.82434)
(3,2086.00928)
(4,2502.65308)
(5,2963.10547)
(6,3669.31909)
(7,4931.97900)
(8,6894.53125)
(9,8914.79883)
(10,11448.89258)
(11,15269.07422)
(12,18897.75391)
(13,23579.40625)
(14,29741.60352)
----------

(4, 16)

(1,1682.69373)
(2,1671.96375)
(3,1913.97119)
(4,2202.70630)
(5,2515.88696)
(6,2847.39624)
(7,3315.21753)
(8,3953.99878)
(9,5053.06348)
(10,6133.96240)
(11,7425.26709)
(12,9112.48340)
(13,11327.36035)
(14,14596.73438)
----------

(4, 32)

(1,1635.41956)
(2,1510.84778)
(3,1632.36584)
(4,1818.25464)
(5,2223.55835)
(6,2304.88794)
(7,2622.21460)
(8,3158.64429)
(9,3387.25122)
(10,4055.09277)
(11,4991.51270)
(12,5408.71338)
(13,6924.82715)
(14,7435.06494)
----------

(4, 128)

(1,1631.28491)
(2,1468.75854)
(3,1597.22693)
(4,1738.90308)
(5,1919.15906)
(6,2093.87354)
(7,2348.76538)
(8,2672.80176)
(9,2916.54419)
(10,3137.32983)
(11,3461.62964)
(12,0.61597)
(13,0.56179)
(14,0.34442)
----------

(4, 256)

(1,1919.88623)
(2,1538.09619)
(3,1593.32422)
(4,1708.25574)
(5,1857.67273)
(6,0.87955)
(7,0.82422)
(8,0.96928)
(9,0.83434)
(10,0.50474)
(11,0.45715)
(12,0.39664)
(13,0.56253)
(14,0.52653)
----------

(8, 8)

(1,1663.90234)
(2,1656.11768)
(3,1899.64294)
(4,2123.54419)
(5,2374.51587)
(6,2729.64575)
(7,3088.82056)
(8,3508.42847)
(9,4187.01465)
(10,5214.53711)
(11,6871.22949)
(12,7588.93262)
(13,10473.92188)
(14,11496.26172)
----------

(8, 16)

(1,1580.72449)
(2,1387.14771)
(3,1466.72656)
(4,1598.59363)
(5,1911.28857)
(6,1946.65320)
(7,2220.45728)
(8,2425.69043)
(9,2734.89429)
(10,3011.57520)
(11,3443.44312)
(12,3983.80469)
(13,4817.70361)
(14,5221.47754)
----------

(8, 64)

(1,1590.69824)
(2,1301.14807)
(3,1313.40344)
(4,1371.76965)
(5,1458.50073)
(6,1555.50464)
(7,1880.36914)
(8,1787.49536)
(9,1916.64209)
(10,2043.39380)
(11,2261.04370)
(12,2528.76221)
(13,2691.89819)
(14,2829.90576)
----------

(8, 128)

(1,1780.23840)
(2,1385.45959)
(3,1351.34729)
(4,1385.73059)
(5,1462.34412)
(6,1531.64441)
(7,1633.82581)
(8,1727.50916)
(9,1813.77344)
(10,0.51190)
(11,0.68602)
(12,0.61283)
(13,0.57654)
(14,0.37693)
----------

(16, 16)

(1,1562.09412)
(2,1272.61462)
(3,1295.32678)
(4,1360.00940)
(5,1447.37170)
(6,1557.42273)
(7,1679.30676)
(8,1803.83496)
(9,1946.54456)
(10,2096.30176)
(11,2274.20117)
(12,2439.45386)
(13,2737.10229)
(14,2931.03394)
----------

(16, 32)

(1,1582.14490)
(2,1247.35437)
(3,1235.44739)
(4,1255.74573)
(5,1309.20459)
(6,1385.52820)
(7,1448.11694)
(8,1525.91199)
(9,1611.29773)
(10,1713.75891)
(11,1992.64392)
(12,1929.06519)
(13,2045.48926)
(14,2392.47607)
----------

(16, 64)

(1,1705.38318)
(2,1290.98157)
(3,1238.02246)
(4,1241.34485)
(5,1264.07776)
(6,1307.69849)
(7,1363.47998)
(8,1412.87463)
(9,1473.50623)
(10,1539.08594)
(11,1604.68115)
(12,1837.39844)
(13,1740.81311)
(14,1814.17261)
----------

(32, 32)

(1,1771.72522)
(2,1281.97852)
(3,1212.38416)
(4,1198.83142)
(5,1210.27148)
(6,1243.86438)
(7,1289.79919)
(8,1332.25000)
(9,1379.34631)
(10,1430.55981)
(11,1487.42090)
(12,1548.40259)
(13,1604.84448)
(14,1665.49890)



 DOMINIO 2048x2048

----------

(4, 4)

(1,16403.58594)
(2,18383.97656)
(3,22755.22852)
(4,28495.30859)
(5,35202.19531)
(6,43000.75391)
(7,54460.08203)
(8,71644.46875)
(9,97742.37500)
(10,126206.31250)
(11,165347.54688)
(12,223113.76562)
(13,309192.71875)
(14,344561.31250)
----------

(4, 8)

(1,7431.81299)
(2,6927.39355)
(3,8478.98730)
(4,10654.42383)
(5,12706.66406)
(6,15800.99805)
(7,20959.25000)
(8,28274.60352)
(9,35970.98047)
(10,46021.98828)
(11,61065.91406)
(12,75609.46094)
(13,94109.02344)
(14,118873.88281)
----------

(4, 16)

(1,6424.17480)
(2,6611.75781)
(3,7609.50879)
(4,9143.83203)
(5,10716.61230)
(6,12236.74707)
(7,14186.67383)
(8,16568.24805)
(9,20590.47852)
(10,24669.42773)
(11,29774.12305)
(12,36546.75391)
(13,45875.49219)
(14,58403.75391)
----------

(4, 32)

(1,6229.26953)
(2,6087.24316)
(3,6799.88330)
(4,7676.85205)
(5,8725.46973)
(6,9837.32520)
(7,11178.43945)
(8,12675.11914)
(9,14298.48828)
(10,16575.64258)
(11,20132.89453)
(12,21850.52539)
(13,27630.41406)
(14,29829.61914)
----------

(4, 128)

(1,6425.49268)
(2,5969.24658)
(3,6433.00781)
(4,7023.35498)
(5,7769.22803)
(6,8745.55762)
(7,9496.91992)
(8,11134.56348)
(9,11970.75684)
(10,12853.30469)
(11,13752.40820)
(12,0.43923)
(13,0.38646)
(14,0.35494)
----------

(4, 256)

(1,7211.66846)
(2,6071.00635)
(3,6488.37158)
(4,7106.05078)
(5,7826.35303)
(6,0.88035)
(7,0.74816)
(8,0.64675)
(9,0.63104)
(10,0.55155)
(11,0.50416)
(12,0.42301)
(13,0.38336)
(14,0.34883)
----------

(8, 8)

(1,6396.97119)
(2,6564.30615)
(3,7548.07031)
(4,8869.20410)
(5,10167.42480)
(6,11692.22754)
(7,13301.89453)
(8,15119.93164)
(9,17423.28320)
(10,21504.08984)
(11,27738.70898)
(12,30569.82812)
(13,41843.20703)
(14,45901.84766)
----------

(8, 16)

(1,6211.59717)
(2,5714.75049)
(3,6091.37744)
(4,6674.25293)
(5,7396.06445)
(6,8282.56348)
(7,9172.93555)
(8,10113.17090)
(9,11378.72754)
(10,12598.46777)
(11,14106.34570)
(12,16091.71484)
(13,19356.94727)
(14,21009.59375)
----------

(8, 64)

(1,6167.86426)
(2,5328.18262)
(3,5400.03613)
(4,5694.47412)
(5,6092.36475)
(6,6496.79053)
(7,6993.92773)
(8,7471.69629)
(9,8094.22510)
(10,8690.13281)
(11,9163.23926)
(12,10445.08105)
(13,11038.37598)
(14,11633.83008)
----------

(8, 128)

(1,6937.68066)
(2,5647.33350)
(3,5526.68945)
(4,5704.28516)
(5,6011.24414)
(6,6378.89990)
(7,6731.70850)
(8,7144.29883)
(9,7602.04834)
(10,0.50790)
(11,0.48717)
(12,0.42304)
(13,0.38163)
(14,0.39043)
----------

(16, 16)

(1,5935.49561)
(2,4998.91748)
(3,5128.58301)
(4,5473.60547)
(5,6004.00879)
(6,6539.82666)
(7,7064.34131)
(8,7646.46338)
(9,8296.28418)
(10,8965.13086)
(11,9668.63965)
(12,10377.94434)
(13,11445.32324)
(14,12215.51660)
----------

(16, 32)

(1,6198.53955)
(2,5054.22803)
(3,5007.44531)
(4,5171.80664)
(5,5429.16504)
(6,5725.55078)
(7,6040.63086)
(8,6441.56641)
(9,6805.50537)
(10,7214.15723)
(11,7709.74219)
(12,8152.88037)
(13,8605.19629)
(14,9141.69629)
----------

(16, 64)

(1,6709.07812)
(2,5300.02832)
(3,5084.68408)
(4,5108.65039)
(5,5246.24805)
(6,5431.47168)
(7,5725.38525)
(8,5856.57666)
(9,6184.45703)
(10,6472.99023)
(11,6707.74414)
(12,7018.90479)
(13,7346.57080)
(14,7649.52393)
----------

(32, 32)

(1,7035.99902)
(2,5194.36133)
(3,4952.02002)
(4,4946.99072)
(5,5007.77783)
(6,5153.59033)
(7,5349.62988)
(8,5516.62793)
(9,5708.77686)
(10,5936.97070)
(11,6196.16309)
(12,6466.65674)
(13,6685.99609)
(14,6967.91699)



 DOMINIO 4096x4096

\begin{tikzpicture}
\begin{axis}[
    title={Execution Time versus time steps for 4096x4096 size domain},
    xlabel={Time Steps},
    ylabel={Time [ms]},
    xmin=1, xmax=16,
    ymin=0, ymax=100,
    xtick={1,3,...,16},
    ytick={0,20,...,100},
    legend pos=north west,
    ymajorgrids=true,
    grid style=dashed,
]

\addplot
    coordinates {
(1,65453.71094)
(2,72894.97656)
(3,90216.63281)
(4,112890.42188)
(5,140110.32812)
(6,170912.62500)
(7,216741.82812)
(8,286576.46875)
(9,393253.71875)
(10,509268.81250)
(11,666720.87500)
(12,899895.56250)
(13,1247402.25000)
(14,1391392.75000)
};


\addplot
    coordinates {
(1,30910.42383)
(2,30241.16602)
(3,36628.40625)
(4,44455.03125)
(5,52921.26172)
(6,64781.76172)
(7,85515.24219)
(8,114566.19531)
(9,145665.35938)
(10,186443.95312)
(11,246074.81250)
(12,304756.68750)
(13,379612.56250)
(14,479742.50000)
};

\addplot
    coordinates {
(1,27796.03906)
(2,29868.66406)
(3,34400.98047)
(4,39766.00000)
(5,45516.42578)
(6,51575.66406)
(7,59732.75391)
(8,69689.27344)
(9,86003.28906)
(10,102702.28125)
(11,123130.31250)
(12,150276.67188)
(13,186148.21875)
(14,236207.25000)
};

\addplot
    coordinates {4, 32)
(1,27375.37305)
(2,26958.32617)
(3,29272.49805)
(4,32777.41016)
(5,36933.85156)
(6,41391.74219)
(7,46963.27344)
(8,52580.05859)
(9,59560.50391)
(10,68626.73438)
(11,82716.43750)
(12,89592.82031)
(13,113232.64062)
(14,122282.43750)
};

\addplot
    coordinates {
(1,26953.39453)
(2,25323.25586)
(3,27171.05469)
(4,29729.48242)
(5,32762.02734)
(6,36364.62109)
(7,39637.60547)
(8,46106.17188)
(9,49622.79688)
(10,53167.02344)
(11,56843.71484)
(12,0.45050)
(13,0.40314)
(14,0.35754)
};

\addplot
    coordinates {
(1,30011.74805)
(2,26623.80078)
(3,27990.00781)
(4,29995.31836)
(5,32903.29297)
(6,0.90138)
(7,0.77075)
(8,0.66189)
(9,0.57840)
(10,0.51613)
(11,0.47322)
(12,0.43139)
(13,0.47168)
(14,0.39706)
};

\addplot
    coordinates {
(1,25901.42383)
(2,29488.06641)
(3,34037.92969)
(4,37950.21875)
(5,42553.81250)
(6,48695.35156)
(7,55423.65625)
(8,62630.23828)
(9,72060.21875)
(10,88662.66406)
(11,114172.83594)
(12,125549.51562)
(13,171500.37500)
(14,188108.81250)
};

\addplot
    coordinates {
(1,25922.52539)
(2,24533.77344)
(3,26236.09570)
(4,28586.31445)
(5,31559.22656)
(6,34948.25391)
(7,38832.57812)
(8,42855.44141)
(9,47686.42188)
(10,52822.26562)
(11,59035.32812)
(12,67030.85938)
(13,80672.36719)
(14,87292.64844)
};

\addplot
    coordinates {
(1,26190.61328)
(2,22907.54297)
(3,23308.18359)
(4,24429.04102)
(5,25998.82031)
(6,27858.27539)
(7,29807.75781)
(8,31837.04102)
(9,34475.33594)
(10,36684.17578)
(11,38982.42578)
(12,44449.83984)
(13,46796.42578)
(14,49506.32031)
};

\addplot
    coordinates {
(1,30324.83398)
(2,24232.91211)
(3,23815.95703)
(4,24526.15625)
(5,25952.74219)
(6,27442.19531)
(7,28915.57812)
(8,30400.58594)
(9,32379.99805)
(10,0.52819)
(11,0.47472)
(12,0.42554)
(13,0.38198)
(14,0.35693)
};


\addplot
    coordinates {
(1,24154.03906)
(2,22769.92188)
(3,23331.96680)
(4,24676.11523)
(5,26224.01562)
(6,28299.23828)
(7,30440.87695)
(8,32645.91016)
(9,35251.79688)
(10,37933.36719)
(11,41140.12891)
(12,43978.46875)
(13,48436.42578)
(14,51523.46484)
};


\addplot
    coordinates {
(1,25751.03516)
(2,21658.62109)
(3,21752.78711)
(4,22311.91406)
(5,23322.91797)
(6,24619.65039)
(7,25941.08984)
(8,27364.27539)
(9,28910.25391)
(10,30518.91602)
(11,32680.23633)
(12,34582.82812)
(13,36405.66016)
(14,38531.45703)
};


\addplot
    coordinates {
(1,27916.43359)
(2,22539.79883)
(3,21851.49609)
(4,22117.15430)
(5,22549.19531)
(6,23296.98242)
(7,24303.94727)
(8,25242.37891)
(9,26345.02344)
(10,27543.47852)
(11,28660.07617)
(12,29891.25000)
(13,31097.19141)
(14,32380.00781)
};


\addplot
    coordinates {
(1,29255.14648)
(2,22168.06836)
(3,21340.46094)
(4,21277.81836)
(5,21408.76562)
(6,22089.45703)
(7,22734.66016)
(8,23611.31836)
(9,24438.98633)
(10,25413.45312)
(11,26457.23633)
(12,27451.41797)
(13,28502.44922)
(14,29634.33008)
};

\legend{(4x4),(4x8),(4x16),(4x32),(4x128),(4x256),(8x8),(8x16),(8x64),(8x128),(16x16),(16x32),(16x64),(32x32)}
\end{axis}
\end{tikzpicture}




